date,Infosys_avg_sentiment,Open,High,Low,Close,Adj Close,Volume
2021-09-13,-0.2917798235679844,1683.0,1701.5,1675.199951171875,1691.9000244140625,1576.650634765625,4662374
2021-09-14,0.1259071684035007,1695.949951171875,1695.949951171875,1678.5999755859375,1686.1500244140625,1571.2923583984375,4945167
2021-09-15,0.04721920015031679,1693.25,1715.0999755859375,1690.199951171875,1711.449951171875,1594.868896484375,4062344
2021-09-16,0.25218020759833354,1715.199951171875,1719.25,1691.449951171875,1702.25,1586.2957763671875,3246568
2021-09-21,0.6904749199748039,1700.0,1726.75,1684.6500244140625,1718.449951171875,1601.39208984375,4672222
2021-09-22,0.07133655498425166,1717.0,1738.9000244140625,1713.050048828125,1716.9000244140625,1599.94775390625,4553892
2021-09-23,-0.37244623852166114,1732.0,1745.0,1721.0999755859375,1742.550048828125,1623.8505859375,3826090
2021-09-24,-0.9436000902205706,1758.0,1788.0,1752.449951171875,1763.8499755859375,1643.69970703125,8280446
2021-09-27,-0.981315775308758,1768.75,1769.0,1718.0999755859375,1721.1500244140625,1603.908203125,5045337
2021-09-28,-0.8145107559447008,1710.0,1710.0,1675.0,1687.0999755859375,1572.1776123046875,6557197
2021-09-29,-0.6929129511505986,1659.25,1701.4000244140625,1655.0,1692.25,1576.97705078125,7792548
2021-09-30,-0.9764651110162959,1703.0,1703.0,1670.0999755859375,1675.199951171875,1561.0882568359375,6914031
2021-10-01,-0.9881473127752542,1665.0999755859375,1678.949951171875,1661.25,1665.1500244140625,1551.722900390625,5733906
2021-10-04,-0.7797543779015541,1672.5,1688.0,1665.4000244140625,1678.75,1564.3966064453125,2947154
2021-10-05,-0.9961201621918008,1671.0,1702.949951171875,1663.0,1692.800048828125,1577.4893798828125,4373310
2021-10-06,0.4955788259394467,1702.0999755859375,1709.0,1670.0,1673.550048828125,1559.55078125,4271698
2021-10-07,0.9895440529605063,1687.0,1704.199951171875,1676.6500244140625,1691.0,1575.8121337890625,5476108
2021-10-08,0.9985447911603842,1705.25,1731.5,1698.4000244140625,1723.8499755859375,1606.4244384765625,4738376
2021-10-11,-0.9947100534482161,1682.0,1730.0,1663.699951171875,1690.949951171875,1575.765380859375,8840633
2021-10-12,-0.6567030943309268,1677.0,1689.0,1662.0,1685.1500244140625,1570.360595703125,7439300
2021-10-13,0.1378405250183682,1695.949951171875,1713.6500244140625,1680.050048828125,1709.199951171875,1592.7720947265625,7104171
2021-10-14,0.1286716592908108,1754.0,1783.5999755859375,1698.199951171875,1715.75,1598.8760986328125,19655776
2021-10-18,-0.26678598873938125,1740.0,1799.0,1740.0,1792.1500244140625,1670.0718994140625,13438109
2021-10-19,0.3285438287615155,1814.0,1834.5,1782.300048828125,1822.1500244140625,1698.0283203125,10324260
2021-10-20,-0.6014710925519466,1829.4000244140625,1848.0,1794.050048828125,1802.3499755859373,1679.5771484375,5876115
2021-10-21,-0.1355175980383397,1814.0,1814.0,1746.8499755859375,1753.6500244140625,1634.1943359375,8779629
2021-10-22,-0.6005257579672616,1749.9000244140625,1763.199951171875,1707.0,1719.800048828125,1602.6502685546875,7369809
2021-10-25,-0.2076854369021021,1722.050048828125,1729.75,1687.199951171875,1707.550048828125,1591.2347412109375,5905209
2021-10-26,0.10990262938301182,1710.050048828125,1726.5999755859375,1695.9000244140625,1703.699951171875,1601.7171630859375,5871709
2021-10-27,0.7460255020065233,1709.0999755859375,1734.1500244140625,1701.1500244140625,1728.949951171875,1625.455810546875,5090259
2021-10-28,0.28471831838154077,1719.3499755859375,1724.75,1692.050048828125,1703.9000244140625,1601.9053955078125,5329972
2021-10-29,0.015102496952749789,1699.0,1712.5999755859375,1661.050048828125,1667.75,1567.919189453125,5875091
2021-11-01,0.10957029217388481,1677.5,1707.199951171875,1676.0,1700.050048828125,1598.2857666015625,3636806
2021-11-02,-0.03302129916846752,1695.0,1706.449951171875,1686.3499755859375,1697.9000244140625,1596.2646484375,3471772
2021-11-03,0.7367940419353545,1709.0,1717.449951171875,1699.0,1702.5,1600.589111328125,3530713
2021-11-04,-0.08102697553113103,1715.0,1717.0,1705.0,1708.699951171875,1606.4178466796875,483407
2021-11-08,-0.6893267929553986,1730.0,1741.0,1703.0,1737.5,1633.494140625,5245903
2021-11-09,-0.003874931950122118,1734.75,1750.0,1726.0,1742.5,1638.1947021484375,4016134
2021-11-10,0.04894323647022247,1726.0,1750.949951171875,1721.949951171875,1740.1500244140625,1635.9854736328125,4780368
2021-11-11,0.001470810195314698,1732.949951171875,1739.75,1709.0,1733.300048828125,1629.54541015625,4731349
2021-11-12,0.5340108644450083,1743.0,1782.8499755859375,1738.050048828125,1780.199951171875,1673.6378173828125,5069009
2021-11-15,-0.2679757613999148,1782.0999755859375,1800.0,1775.5,1787.1500244140625,1680.172119140625,4354074
2021-11-16,0.5672877357380154,1790.0,1808.949951171875,1777.0,1792.300048828125,1685.0137939453125,6034233
2021-11-17,0.2466860573675314,1792.550048828125,1802.0,1780.699951171875,1787.449951171875,1680.4539794921875,4732492
2021-11-18,0.5215142003532188,1781.5999755859375,1789.449951171875,1759.0,1779.4000244140625,1672.8858642578125,4326924
2021-11-22,0.013883850479032844,1784.0,1785.4000244140625,1751.1500244140625,1759.4000244140625,1654.083251953125,6621839
2021-11-23,-0.31197533135612804,1735.0999755859375,1747.25,1710.0,1736.9000244140625,1632.9300537109375,8436160
2021-11-24,-0.1674964748963248,1740.0,1740.5,1688.0,1696.0,1594.478271484375,7333061
2021-11-25,0.23102104370482265,1700.0,1726.199951171875,1696.949951171875,1722.4000244140625,1619.298095703125,4476260
2021-11-26,0.3453467336172859,1702.550048828125,1718.3499755859375,1684.0,1691.6500244140625,1590.388671875,4494181
2021-11-29,-0.9585987888276577,1691.0,1712.0,1669.1500244140625,1696.3499755859375,1594.8072509765625,3942776
2021-11-30,0.4246887585863338,1704.550048828125,1729.9000244140625,1700.050048828125,1712.6500244140625,1610.1314697265625,14808963
2021-12-01,0.6253699600541344,1715.0,1741.9000244140625,1713.0,1714.9000244140625,1612.246826171875,5193264
2021-12-02,0.6520708051975816,1715.0,1750.5,1711.3499755859375,1748.25,1643.6005859375,5559574
2021-12-03,0.49608258751039913,1771.0999755859375,1786.6500244140625,1732.550048828125,1735.550048828125,1631.66064453125,6754012
2021-12-06,-0.3294835081663526,1730.0,1733.949951171875,1691.5,1695.300048828125,1593.820068359375,3991449
2021-12-07,0.5836248555195718,1701.0999755859375,1724.9000244140625,1694.0,1711.6500244140625,1609.1915283203125,4202122
2021-12-08,0.5392918692033907,1733.0,1759.800048828125,1732.5999755859375,1753.3499755859375,1648.395263671875,3029169
2021-12-09,0.16954826677101664,1759.0,1769.4000244140625,1742.0,1763.449951171875,1657.8905029296875,2082171
2021-12-10,-0.23287092674789683,1760.0,1763.75,1746.0,1759.25,1653.9420166015625,1823469
2021-12-14,0.54272397319437,1730.9000244140625,1763.0,1710.3499755859375,1752.1500244140625,1647.26708984375,4768144
2021-12-15,-0.6414489803316358,1745.0,1747.949951171875,1721.199951171875,1734.199951171875,1630.391357421875,3053149
2021-12-16,0.30602063088293147,1762.6500244140625,1777.5999755859375,1758.0,1771.5999755859375,1665.5528564453125,4481031
2021-12-17,-0.370606723894889,1820.0,1842.0,1806.75,1820.8499755859373,1711.8546142578125,18887243
2021-12-20,-0.09594450036335427,1801.699951171875,1829.6500244140625,1787.300048828125,1798.9000244140625,1691.2186279296875,5773891
2021-12-21,0.46158274265326327,1801.0,1838.0,1801.0,1811.5999755859373,1703.1583251953125,5353584
2021-12-22,-0.7842062635657688,1825.0,1829.1500244140625,1812.3499755859373,1824.699951171875,1715.474365234375,4156428
2021-12-23,0.21109971993913254,1831.25,1861.5999755859373,1827.0,1857.5999755859373,1746.40478515625,4112933
2021-12-24,0.1223858590496497,1872.949951171875,1875.75,1854.0,1863.5,1751.95166015625,3780347
2021-12-27,-0.9992799516185187,1860.0,1874.5,1845.050048828125,1866.1500244140625,1754.4429931640625,2647733
2021-12-28,0.26645786891987716,1880.699951171875,1895.9000244140625,1878.4000244140625,1888.0,1774.9852294921875,3340933
2021-12-29,0.7507082000374794,1883.5,1893.800048828125,1876.4000244140625,1885.550048828125,1772.681884765625,3236635
2021-12-30,-0.6257593041518703,1884.5,1909.800048828125,1874.3499755859373,1892.8499755859373,1779.544677734375,4584738
2021-12-31,0.002357038203626871,1890.0,1898.3499755859373,1871.6500244140625,1887.75,1774.7501220703125,4619420
2022-01-03,0.3399300857369478,1887.75,1914.050048828125,1887.75,1898.449951171875,1784.8095703125,3329616
2022-01-04,0.9977402240037918,1898.449951171875,1906.6500244140625,1878.0,1899.1500244140625,1785.4677734375,3921999
2022-01-05,-0.4921837020519888,1900.0,1902.9000244140625,1840.0,1844.6500244140625,1734.2301025390625,6995719
2022-01-06,-0.4994969887047773,1828.0,1828.0,1800.0,1817.800048828125,1708.9873046875,6449205
2022-01-07,0.0034329850847522416,1815.449951171875,1836.0,1806.800048828125,1814.300048828125,1705.6968994140625,4834389
2022-01-10,-0.9868617728352547,1815.0,1869.9000244140625,1813.0,1850.75,1739.9649658203125,7857560
2022-01-11,-0.4029948856138314,1855.0,1870.0,1850.1500244140625,1855.5999755859373,1744.5245361328125,5142287
2022-01-12,0.1991212575667305,1868.9000244140625,1889.0,1860.0,1877.449951171875,1765.0665283203125,5362535
2022-01-13,-0.08105417693933795,1905.0,1912.5,1866.3499755859373,1896.800048828125,1783.2584228515625,14277630
2022-01-14,-0.3164906467621525,1882.0,1933.0,1881.0,1929.3499755859373,1813.85986328125,7688506
2022-01-17,0.5205785063832687,1938.550048828125,1953.9000244140625,1930.5,1939.5,1823.4022216796875,5262464
2022-01-20,-0.001512254671251867,1844.0,1848.0,1815.5,1823.699951171875,1714.5340576171875,5533463
2022-01-21,-0.6510216456372291,1795.0,1808.0,1776.0,1785.699951171875,1678.8087158203125,8252758
2022-01-24,-0.6709209554246627,1765.0,1768.6500244140625,1728.0,1736.800048828125,1632.8359375,7116712
2022-01-25,-0.008104725449811667,1726.5999755859375,1740.0,1700.5,1722.1500244140625,1619.06298828125,9137653
2022-01-27,0.9828862751543056,1702.0,1709.699951171875,1665.0,1678.5999755859375,1578.1197509765625,11231734
2022-01-28,0.2495940089225769,1681.0,1727.550048828125,1679.5,1686.199951171875,1585.264892578125,10998502
2022-01-31,0.5630445499361182,1718.0,1749.5,1715.3499755859375,1736.199951171875,1632.2718505859375,8788872
2022-02-01,0.4648960694644807,1766.0999755859375,1780.0,1734.699951171875,1772.050048828125,1665.9759521484375,5119935
2022-02-02,-0.12488021854854499,1789.0,1792.800048828125,1772.0,1787.0999755859375,1680.125,4253717
2022-02-03,-0.994536841288209,1779.0,1779.0,1734.0,1738.550048828125,1634.481201171875,3832922
2022-02-04,-0.5941474690102041,1732.0,1753.949951171875,1710.1500244140625,1741.0999755859375,1636.8785400390625,4700077
2022-02-07,-0.943371597599859,1722.199951171875,1732.0,1695.4000244140625,1715.0,1612.3408203125,4310209
2022-02-08,-0.7828133629402145,1710.0,1725.0,1696.0,1717.300048828125,1614.503173828125,6053401
2022-02-09,0.009327993902843446,1735.0,1743.0,1725.0,1737.300048828125,1633.30615234375,3867244
2022-02-10,0.6986218412639573,1755.6500244140625,1773.9000244140625,1748.75,1769.5999755859375,1663.6724853515625,4334630
2022-02-11,-0.9762599932437297,1740.0,1745.949951171875,1713.0,1721.3499755859375,1618.3106689453125,7551371
2022-02-14,0.9850356327369809,1690.0,1718.550048828125,1678.25,1682.199951171875,1581.504150390625,7459637
2022-02-15,0.026246183936018498,1699.0,1746.75,1690.449951171875,1738.25,1634.19921875,4669915
2022-02-16,0.0126219681231305,1738.25,1755.449951171875,1726.8499755859375,1733.300048828125,1629.54541015625,5350642
2022-02-17,0.40505681179153424,1744.0,1749.0,1720.300048828125,1724.800048828125,1621.55419921875,3937950
2022-02-18,0.08847012759199263,1710.0,1722.5,1703.5,1706.949951171875,1604.7725830078125,5602215
2022-02-21,0.2888622209429741,1701.0,1737.300048828125,1691.5,1730.699951171875,1627.10107421875,5120890
2022-02-22,-0.9910833481699228,1699.9000244140625,1751.0,1691.050048828125,1734.3499755859375,1630.532470703125,8878515
2022-02-23,-0.9937183452420868,1750.0,1758.25,1733.4000244140625,1742.8499755859375,1638.5238037109375,5478811
2022-02-24,0.676574180423308,1690.0999755859375,1714.949951171875,1670.5,1678.1500244140625,1577.6966552734375,13592379
2022-02-25,0.23309818947018357,1715.0,1728.1500244140625,1677.0,1694.5999755859375,1593.1619873046875,9737281
2022-02-28,0.4843960382277146,1682.199951171875,1728.050048828125,1665.0,1715.5999755859375,1612.9049072265625,15076542
2022-03-02,0.9216798978159204,1710.0,1714.4000244140625,1691.0,1702.800048828125,1600.8712158203125,6771489
2022-03-03,0.16649858178359203,1720.199951171875,1733.9000244140625,1705.550048828125,1720.8499755859375,1617.8406982421875,7344147
2022-03-04,0.8453831300139427,1695.25,1736.0,1681.0,1723.300048828125,1620.144287109375,9074499
2022-03-07,0.5689737756167434,1697.0,1751.0,1696.0,1739.8499755859375,1635.7032470703125,9742588
2022-03-08,0.6466054737131344,1718.449951171875,1800.0,1718.449951171875,1778.199951171875,1671.7576904296875,10984500
2022-03-09,-0.2844071475168069,1791.0,1831.5999755859373,1791.0,1813.3499755859373,1704.8037109375,10193515
2022-03-10,0.9909449692640919,1844.75,1844.75,1810.199951171875,1825.9000244140625,1716.6024169921875,6547182
2022-03-11,-0.4338345837313682,1814.0,1831.4000244140625,1811.0,1822.0,1712.935791015625,4758657
2022-03-14,-0.3298053456625591,1831.550048828125,1895.0,1831.550048828125,1890.699951171875,1777.5235595703125,10289724
2022-03-15,-0.3093225340708159,1888.3499755859373,1888.3499755859373,1830.0,1839.300048828125,1729.2003173828125,7140443
2022-03-16,0.9330438117031008,1865.0,1893.949951171875,1849.0,1889.4000244140625,1776.3013916015625,5233979
2022-03-21,0.9669868770142784,1861.0,1886.9000244140625,1841.0999755859373,1853.050048828125,1742.127197265625,8362085
2022-03-22,-0.061608135467395186,1850.0,1890.0,1839.0,1887.4000244140625,1774.4208984375,5709382
2022-03-23,0.6356755208266391,1897.0,1900.0,1857.0,1872.4000244140625,1760.3189697265625,6192824
2022-03-24,-0.5635980072644694,1856.1500244140625,1894.5999755859373,1856.1500244140625,1886.699951171875,1773.762939453125,3784303
2022-03-25,-0.692449005041999,1892.0,1894.0,1858.0,1876.550048828125,1764.220703125,3438588
2022-03-28,-0.22680498585881045,1866.0,1880.9000244140625,1852.6500244140625,1873.9000244140625,1761.729248046875,4008555
2022-03-29,-0.09734813822433352,1873.9000244140625,1889.4000244140625,1860.550048828125,1886.0,1773.1048583984375,3917785
2022-03-30,-0.9832422921899706,1910.0,1919.0,1895.0,1903.949951171875,1789.9803466796875,7795839
2022-03-31,-0.4003901953276779,1900.0,1913.0,1894.199951171875,1906.8499755859373,1792.706787109375,5399145
2022-04-01,-0.642252565098008,1886.8499755859373,1910.300048828125,1878.300048828125,1903.550048828125,1789.6044921875,6171518
2022-04-05,0.8316313549876213,1883.800048828125,1889.5999755859373,1857.1500244140625,1861.0999755859373,1749.6953125,5472024
2022-04-06,0.9972155256352077,1855.0,1857.5,1822.1500244140625,1828.8499755859373,1719.3758544921875,5407453
2022-04-07,0.09207818498336044,1821.050048828125,1828.1500244140625,1807.550048828125,1811.0,1702.59423828125,5797544
2022-04-08,-0.9336581897611419,1823.0,1838.0,1808.0,1814.5999755859373,1705.9786376953125,5131446
2022-04-11,-0.9497699104249477,1814.0,1814.0,1762.550048828125,1766.550048828125,1660.8050537109375,8248407
2022-04-12,-0.9207654781639576,1757.5,1757.5,1727.75,1742.449951171875,1638.147705078125,6456184
2022-04-13,-0.08164480284984973,1754.949951171875,1757.5,1732.0,1748.550048828125,1643.882568359375,6257693
2022-04-18,-0.769198466442672,1605.5,1650.0,1590.0,1621.4000244140625,1524.34375,30523965
2022-04-19,-0.4962432480970165,1636.6500244140625,1636.6500244140625,1550.0,1562.0,1468.4993896484375,17044923
2022-04-20,-0.6736014954512939,1575.0,1596.300048828125,1563.0,1587.699951171875,1492.660888671875,10678747
2022-04-21,-0.12447256746236235,1595.0,1627.199951171875,1589.25,1618.800048828125,1521.8994140625,7766514
2022-04-22,-0.9826094899326563,1604.3499755859375,1610.699951171875,1582.4000244140625,1585.449951171875,1490.5455322265625,8134245
2022-04-25,-0.998636648117099,1572.800048828125,1572.800048828125,1554.0999755859375,1561.0999755859375,1467.6531982421875,7000570
2022-04-26,0.6685109003446996,1577.199951171875,1592.0,1566.550048828125,1581.0,1486.362060546875,5345435
2022-04-27,0.0947315642843023,1572.75,1572.75,1550.3499755859375,1552.800048828125,1459.8499755859375,8819356
2022-04-28,0.05940493511817684,1570.0,1601.800048828125,1557.449951171875,1582.5999755859375,1487.8662109375,9245177
2022-04-29,-0.5669799945317209,1590.0,1597.300048828125,1560.800048828125,1567.550048828125,1473.717041015625,9831395
2022-05-02,0.22694848223727604,1550.9000244140625,1552.75,1531.0,1541.0,1448.7564697265625,7072627
2022-05-04,-0.39708420634269714,1547.25,1570.0,1530.1500244140625,1535.550048828125,1443.6328125,6220959
2022-05-05,0.0036372679751366377,1560.050048828125,1589.4000244140625,1557.449951171875,1585.1500244140625,1490.2635498046875,6144870
2022-05-06,-0.9973164775874466,1550.0,1561.8499755859375,1535.050048828125,1542.8499755859375,1450.49560546875,6171472
2022-05-09,0.92431343824137,1540.0,1586.800048828125,1522.1500244140625,1570.3499755859375,1476.349365234375,6832202
2022-05-10,-0.9925546037266031,1558.0,1569.1500244140625,1546.050048828125,1553.0,1460.0379638671875,6212545
2022-05-11,-0.5229740910664467,1549.949951171875,1549.949951171875,1511.5999755859375,1526.75,1435.359375,7846080
2022-05-12,-0.9939510638359934,1514.0,1527.5,1504.300048828125,1508.800048828125,1418.4840087890625,7034979
2022-05-17,-0.9526504495957245,1494.9000244140625,1525.0,1480.9000244140625,1518.449951171875,1427.55615234375,6516378
2022-05-18,0.03827879368327558,1522.0,1549.699951171875,1505.300048828125,1509.199951171875,1418.8599853515625,6594126
2022-05-19,-0.6654520255203048,1481.0,1484.699951171875,1417.6500244140625,1427.1500244140625,1341.721435546875,16561140
2022-05-20,0.9197504355761339,1453.0,1466.75,1446.699951171875,1455.1500244140625,1368.04541015625,10488908
2022-05-23,0.9865166853414848,1455.0999755859375,1488.0,1450.050048828125,1468.4000244140625,1380.50244140625,5887569
2022-05-24,0.9969583721831441,1468.5999755859375,1469.550048828125,1435.25,1441.0,1354.7423095703125,5693167
2022-05-25,0.9617718474958868,1435.0,1442.5,1399.25,1410.449951171875,1326.0211181640625,9630092
2022-05-26,-0.6920371111149767,1418.0,1430.0,1407.050048828125,1423.949951171875,1338.7127685546875,13040065
2022-05-27,-0.13166759735904635,1443.949951171875,1467.0,1437.4000244140625,1461.3499755859375,1373.874267578125,8284860
2022-05-30,0.48899307410950615,1487.0,1530.0,1485.0,1526.800048828125,1435.4063720703125,10904213
2022-05-31,-0.7065494994728526,1510.699951171875,1518.0,1488.1500244140625,1503.5999755859375,1428.565673828125,16033857
2022-06-01,-0.943126236833632,1513.0,1514.75,1472.0999755859375,1478.550048828125,1404.765869140625,8738508
2022-06-02,0.34369317431022256,1484.0,1513.8499755859375,1475.5999755859375,1508.0,1432.7462158203125,7205840
2022-06-03,2.737942850217223e-05,1524.9000244140625,1555.0,1518.0,1521.699951171875,1445.762451171875,9395707
2022-06-06,0.7249093032442033,1516.0,1536.5999755859375,1493.0,1530.050048828125,1453.69580078125,6624883
2022-06-07,-0.8685437291169364,1519.8499755859375,1519.8499755859375,1502.5999755859375,1506.699951171875,1431.510986328125,4904592
2022-06-08,-0.14128396194428205,1520.199951171875,1520.199951171875,1492.0,1500.0,1425.1453857421875,4697608
2022-06-09,0.9090296252231512,1485.0,1516.949951171875,1481.5,1515.0,1439.3968505859375,4361061
2022-06-10,0.10916247375425883,1486.0999755859375,1493.949951171875,1473.5999755859375,1476.800048828125,1403.10302734375,6516436
2022-06-13,-0.6876014768204186,1443.5999755859375,1443.5999755859375,1411.699951171875,1424.5,1353.4130859375,6987685
2022-06-14,0.9787833568174392,1410.0,1448.9000244140625,1403.1500244140625,1440.550048828125,1368.6622314453125,6090247
2022-06-15,0.9948893783614039,1440.199951171875,1446.4000244140625,1418.8499755859375,1422.199951171875,1351.227783203125,4651958
2022-06-16,0.17545896877224246,1438.0,1443.75,1392.0,1397.199951171875,1327.4754638671875,6641772
2022-06-17,0.07731790155473088,1391.050048828125,1396.949951171875,1367.1500244140625,1387.300048828125,1318.0694580078125,9692047
2022-06-20,0.4591235863044858,1390.050048828125,1422.3499755859375,1382.0,1414.1500244140625,1343.57958984375,4595194
2022-06-21,0.9138749332050793,1424.0,1456.0,1422.75,1449.9000244140625,1377.545654296875,6270787
2022-06-22,0.019699906976893545,1436.050048828125,1459.5999755859375,1435.0,1437.25,1365.5267333984375,6253366
2022-06-23,0.41822170361410826,1439.800048828125,1458.0,1433.0,1452.449951171875,1379.96826171875,6254281
2022-06-24,0.2911976920440793,1458.0,1467.5,1428.9000244140625,1441.0999755859375,1369.1846923828125,6114340
2022-06-27,0.2891278912623723,1468.050048828125,1484.0,1465.1500244140625,1474.5999755859375,1401.0130615234375,4511097
2022-06-28,-0.039755685212598604,1469.0,1488.25,1453.0,1480.1500244140625,1406.2860107421875,4412178
2022-06-29,0.22407498516258784,1464.699951171875,1477.0,1457.0,1463.25,1390.2293701171875,5060038
2022-06-30,-0.42209419067949056,1465.050048828125,1482.0,1455.0,1461.9000244140625,1388.94677734375,9165177
2022-07-01,-0.9703379890415817,1454.0,1485.0,1442.3499755859375,1479.4000244140625,1405.5733642578125,4651635
2022-07-04,-0.6860836977139115,1480.25,1492.25,1462.0,1488.0,1413.7442626953125,4800224
2022-07-05,0.2890475465916097,1498.800048828125,1509.949951171875,1472.0,1475.949951171875,1402.29541015625,7379669
2022-07-06,0.8041969135520048,1482.199951171875,1500.0,1470.0,1491.6500244140625,1417.212158203125,5209162
2022-07-07,0.8845626988448203,1503.050048828125,1513.949951171875,1495.699951171875,1498.699951171875,1423.91015625,3323472
2022-07-08,0.16177799304326376,1515.0,1516.949951171875,1499.949951171875,1514.449951171875,1438.8743896484375,3652582
2022-07-11,-0.9968286028597504,1495.0,1499.9000244140625,1466.4000244140625,1473.1500244140625,1399.63525390625,4702638
2022-07-12,0.9977156586246565,1461.800048828125,1468.5999755859375,1436.0,1438.5999755859375,1366.8094482421875,4710356
2022-07-13,0.21249541738403163,1450.0,1460.0,1438.5999755859375,1444.449951171875,1372.367431640625,5264025
2022-07-14,0.4338272763299756,1451.0,1452.949951171875,1414.0,1428.8499755859375,1357.5460205078125,6157606
2022-07-15,0.9935452505014837,1446.0,1446.0,1410.6500244140625,1430.3499755859375,1358.97119140625,5620018
2022-07-18,0.9788420718163252,1450.0,1493.5999755859375,1448.050048828125,1489.9000244140625,1415.5494384765625,5835171
2022-07-19,0.5204644126739973,1471.550048828125,1486.8499755859375,1470.0999755859375,1484.1500244140625,1410.0865478515625,3418540
2022-07-20,0.9270471479394473,1501.25,1525.800048828125,1500.0,1515.300048828125,1439.681884765625,5079392
2022-07-21,-0.493049115058966,1517.0,1535.449951171875,1503.0999755859375,1532.9000244140625,1456.403564453125,5008061
2022-07-22,-0.004886554554104805,1534.0,1540.0,1492.1500244140625,1506.300048828125,1431.1309814453125,7020642
2022-07-25,-0.5165219029018772,1480.0999755859375,1517.1500244140625,1480.0999755859375,1503.5999755859375,1428.565673828125,7859626
2022-07-26,0.1190960643987637,1496.6500244140625,1496.6500244140625,1445.0,1451.1500244140625,1378.733154296875,7268273
2022-07-27,0.9466545027680695,1451.0,1473.0,1445.0,1471.050048828125,1397.64013671875,4517285
2022-07-28,0.004364200518466532,1496.4000244140625,1524.449951171875,1489.8499755859375,1517.4000244140625,1441.677001953125,6636841
2022-07-29,0.2759777541505173,1532.800048828125,1555.699951171875,1528.0,1549.699951171875,1472.3651123046875,7009465
2022-08-01,0.5014711336465553,1564.0,1564.0,1537.9000244140625,1551.050048828125,1473.64794921875,2983249
2022-08-02,-0.23363563790917397,1546.550048828125,1547.0,1528.3499755859375,1543.5999755859375,1466.569580078125,4374635
2022-08-03,-0.0236868136562407,1549.0,1570.0,1539.9000244140625,1566.0999755859375,1487.94677734375,6011955
2022-08-04,0.5780571886571124,1587.5,1603.8499755859375,1574.949951171875,1599.9000244140625,1520.0601806640625,7402209
2022-08-05,-0.15741075554396958,1608.4000244140625,1625.699951171875,1602.300048828125,1616.6500244140625,1535.9742431640625,5361971
2022-08-08,0.3262280779890716,1617.0,1622.0,1596.0,1619.4000244140625,1538.5870361328125,3763409
2022-08-10,-0.7860227240931376,1621.199951171875,1621.199951171875,1588.0999755859375,1602.449951171875,1522.4827880859375,4423829
2022-08-11,0.9982982976362109,1630.0,1631.3499755859375,1616.0,1619.949951171875,1539.1094970703125,3462090
2022-08-12,-0.9977464595576748,1613.300048828125,1614.0,1590.1500244140625,1594.0999755859375,1514.549560546875,3562286
2022-08-16,-0.993182613980025,1609.0,1609.0,1591.0999755859375,1596.449951171875,1516.7821044921875,3004430
2022-08-17,-0.20826725617516786,1596.449951171875,1612.0,1585.0,1606.25,1526.0931396484375,4067324
