date,Mahindra_avg_sentiment,Open,High,Low,Close,Adj Close,Volume
2021-11-01,-0.24743357790026088,884.25,887.9000244140625,860.4000244140625,870.3499755859375,837.6466064453125,4146270
2021-11-02,0.9656226010605072,875.0,879.2999877929688,859.0,861.5,829.1292114257812,3704926
2021-11-03,0.2786413369467482,864.0,869.9000244140625,843.0,849.0,817.0988159179688,3288759
2021-11-04,0.2303589889779687,855.75,875.0,853.0,872.8499755859375,840.0526733398438,973315
2021-11-08,-0.4040953423204233,878.0,878.25,854.2999877929688,859.5,827.204345703125,4481883
2021-11-09,-0.08335298552161216,864.0,905.4000244140624,862.5999755859375,892.1500244140625,858.6275634765625,15376349
2021-11-10,0.10695795825107351,905.9000244140624,925.0,895.0,919.6500244140624,885.0941772460938,17083220
2021-11-11,0.5854960300959646,918.9500122070312,928.7999877929688,911.0,924.75,890.0025634765625,4935551
2021-11-12,0.5687560424952868,934.0,939.5,925.0,937.7999877929688,902.5621337890624,6239600
2021-11-15,0.06450522478553466,935.0,948.5499877929688,921.0999755859376,928.4000244140624,893.5154418945312,3757546
2021-11-16,-0.9745174167910591,928.4000244140624,965.9500122070312,925.5499877929688,960.2999877929688,924.216796875,7368780
2021-11-17,0.008249263220932335,959.9500122070312,979.0,947.25,954.4500122070312,918.5865478515624,5416608
2021-11-18,-0.6388204672645467,955.0,955.0,918.2000122070312,923.7000122070312,888.9920043945312,3463426
2021-11-22,-0.0907081557767621,926.4000244140624,930.25,893.7000122070312,900.8499755859376,867.00048828125,3731367
2021-11-23,0.5915360711980611,897.8499755859375,908.5,893.5999755859375,901.3499755859376,867.4817504882812,3195288
2021-11-24,0.31672908427814644,907.7000122070312,907.7000122070312,890.0,893.2000122070312,859.6380615234375,2708554
2021-11-25,0.5648175385265078,890.9000244140625,898.9000244140625,883.5,891.2000122070312,857.7132568359375,2288825
2021-11-26,0.2869439974310808,885.0,885.0,843.0,853.75,821.6703491210938,3934155
2021-11-29,0.6463138645684178,845.2000122070312,867.7999877929688,828.3499755859375,850.7999877929688,818.8311767578125,3936245
2021-11-30,0.08832099917344749,850.7999877929688,860.7999877929688,828.5499877929688,835.5,804.106201171875,6067618
2021-12-01,-0.18977649573103658,836.0,842.7000122070312,823.25,834.7000122070312,803.3361206054688,5121634
2021-12-02,0.4013881579023571,835.7999877929688,859.9500122070312,835.0499877929688,849.5499877929688,817.628173828125,4677008
2021-12-03,0.24958177083559954,848.9500122070312,855.5999755859375,833.9500122070312,836.9500122070312,805.5016479492188,2933597
2021-12-06,-0.2703225589648355,838.0,840.5999755859375,820.0499877929688,822.1500244140625,791.2577514648438,1552749
2021-12-07,0.5832780872064177,826.5,833.6500244140625,822.5,825.9500122070312,794.9149169921875,1976433
2021-12-08,-0.24599112117818248,834.5,843.7000122070312,826.9500122070312,840.75,809.1588134765625,2346456
2021-12-09,0.10508510349839191,857.4000244140625,857.4000244140625,836.0,851.0999755859375,819.119873046875,4078098
2021-12-10,-0.2321503659383298,850.0999755859375,868.5999755859375,850.0999755859375,859.7000122070312,827.3969116210938,3434165
2021-12-13,-0.5662558870972134,868.9500122070312,868.9500122070312,839.7000122070312,843.0999755859375,811.4205932617188,2683048
2021-12-14,-0.25469790874194587,840.0,841.9500122070312,826.0,836.8499755859375,805.4053955078125,1979863
2021-12-15,-0.5650476794311544,844.0,853.7000122070312,838.2000122070312,846.2000122070312,814.404052734375,3208613
2021-12-16,0.5820070899623845,852.9000244140625,862.25,846.2000122070312,853.2999877929688,821.2372436523438,3965285
2021-12-17,0.7740720225381665,848.0,852.25,830.0,834.5999755859375,803.2399291992188,2675800
2021-12-20,-0.2891375071679552,826.0,830.0,797.0,814.2999877929688,783.7026977539062,2907378
2021-12-21,0.18311439687043757,822.4000244140625,827.0,807.5,812.2000122070312,781.681640625,1973119
2021-12-22,0.07585901056674109,818.7999877929688,827.2000122070312,811.0,818.7000122070312,787.9374389648438,1979912
2021-12-23,-0.040508663858054204,824.9000244140625,833.7999877929688,822.75,826.8499755859375,795.7811279296875,1495208
2021-12-24,-0.7156537900591502,831.0,832.0499877929688,808.0,812.6500244140625,782.11474609375,1071730
2021-12-27,0.08857507002539933,808.0,823.1500244140625,806.9500122070312,818.5499877929688,787.7930297851562,1492196
2021-12-28,0.4539277149888221,824.0,840.0,819.0499877929688,838.7000122070312,807.1859130859375,1677680
2021-12-29,0.20428322082443628,843.4500122070312,843.4500122070312,830.8499755859375,832.7000122070312,801.4113159179688,1575343
2021-12-30,0.9606672825757414,843.0,843.0,827.1500244140625,829.2999877929688,798.1390991210938,1874659
2021-12-31,0.34928022541654563,834.7999877929688,845.0,830.2000122070312,837.1500244140625,805.6941528320312,1528983
2022-01-03,0.3591326947789639,835.0,840.0,826.2999877929688,829.7999877929688,798.620361328125,1537088
2022-01-04,0.3064156547188759,837.9500122070312,842.0,825.6500244140625,831.8499755859375,800.59326171875,1886453
2022-01-05,0.2549256242540044,830.0,847.0,830.0,839.5,807.955810546875,2634010
2022-01-06,0.05479756121349055,839.0,842.25,827.5,839.8499755859375,808.2926025390625,2962301
2022-01-07,0.31659469675893587,841.0,849.75,822.5,829.0,797.850341796875,2531717
2022-01-10,-0.266998624982989,835.9500122070312,846.75,829.7000122070312,841.9500122070312,810.3137817382812,3403434
2022-01-11,-0.24345634192174587,842.0,848.75,835.5499877929688,841.4000244140625,809.7844848632812,2117911
2022-01-12,0.5177613072467336,846.7999877929688,884.2000122070312,842.5,880.5499877929688,847.46337890625,9022415
2022-01-13,-0.4987945051656829,880.5499877929688,909.5,868.0,896.0,862.3328247070312,5658001
2022-01-14,0.02003410175287475,889.7999877929688,895.9500122070312,879.6500244140625,881.2000122070312,848.0889282226562,2027852
2022-01-17,0.7221717975441028,884.2000122070312,904.0,882.6500244140625,900.7999877929688,866.9524536132812,3617269
2022-01-18,0.07337974573601969,902.0,910.0999755859376,888.2999877929688,892.1500244140625,858.6275634765625,3468168
2022-01-19,0.46579770508287766,908.9500122070312,908.9500122070312,880.7999877929688,894.4000244140625,860.79296875,4215758
2022-01-20,0.40702021475798184,896.0,897.5999755859375,872.8499755859375,880.5,847.4152221679688,2486026
2022-01-21,0.04607895581284538,875.7999877929688,884.9000244140625,865.2000122070312,875.2000122070312,842.314453125,1872843
2022-01-24,0.3339189290806341,871.2000122070312,878.3499755859375,848.0499877929688,854.7000122070312,822.5847778320312,3386669
2022-01-25,0.1924743678449886,846.0999755859375,858.25,845.25,854.5,822.3922119140625,4742388
2022-01-27,0.04946153303056857,845.5999755859375,862.8499755859375,841.2000122070312,858.0499877929688,825.808837890625,2927566
2022-01-28,0.26220496237510815,864.4000244140625,896.0,860.4000244140625,869.6500244140625,836.9730224609375,4208702
2022-01-31,0.4328091623546142,878.9000244140625,888.8499755859375,872.0999755859375,885.7999877929688,852.51611328125,2335040
2022-02-01,-0.11409909650683403,892.0,894.7000122070312,864.2000122070312,869.7000122070312,837.0210571289062,2921070
2022-02-02,0.36636237564644863,875.7000122070312,880.2999877929688,865.1500244140625,869.3499755859375,836.6841430664062,1341479
2022-02-03,-0.14778836301411502,868.0,882.4000244140625,852.1500244140625,856.2000122070312,824.0283813476562,2630289
2022-02-04,0.6350569581496529,861.4000244140625,861.4000244140625,836.1500244140625,841.7000122070312,810.0731811523438,2080640
2022-02-07,-0.09817042946815491,841.0,844.7000122070312,822.2000122070312,829.5,798.33154296875,1801701
2022-02-08,-0.49778938782401383,830.0,837.7000122070312,817.1500244140625,832.0499877929688,800.7857055664062,2729631
2022-02-09,0.4036466031490515,838.0,845.9500122070312,833.1500244140625,840.2000122070312,808.6295166015625,2165223
2022-02-10,-0.048561794297328514,844.0,857.75,830.1500244140625,853.0499877929688,820.9966430664062,6949276
2022-02-11,-0.29151180358818046,853.0,861.9500122070312,835.5999755859375,853.6500244140625,821.5741577148438,5146850
2022-02-14,0.35559699283420254,841.75,845.4000244140625,780.7000122070312,825.0499877929688,794.0487670898438,4202165
2022-02-15,0.3074656315147877,828.0,858.0,820.4000244140625,854.5999755859375,822.4883422851562,2728328
2022-02-16,0.20423769342887682,854.5999755859375,878.5,854.5999755859375,864.25,831.7758178710938,4401342
2022-02-17,0.7131761401076802,872.0,877.2999877929688,859.0,862.25,829.8510131835938,2041741
2022-02-18,-0.29988896722040537,857.2000122070312,869.75,847.1500244140625,852.0,819.9862060546875,1616856
2022-02-21,0.021609064511721954,845.2000122070312,850.5,832.0,841.0999755859375,809.4956665039062,2255753
2022-02-22,0.20744812733028084,827.0,856.0,823.3499755859375,853.25,821.1890869140625,2768989
2022-02-23,0.6630427265502347,856.0,869.7000122070312,845.7000122070312,850.2999877929688,818.3500366210938,2265060
2022-02-24,-0.3634625885388232,818.0999755859375,831.9000244140625,790.5,795.7999877929688,765.8978271484375,5677898
2022-02-25,0.4964631889015436,812.7000122070312,825.0,802.0,807.5999755859375,777.2544555664062,3470318
2022-02-28,0.15504035284930767,807.0,807.0,786.75,790.8499755859375,761.1338500976562,5026913
2022-03-02,-0.12413955212105066,785.5,810.75,769.0,778.3499755859375,749.1034545898438,5779175
2022-03-03,0.29385038308100775,792.0,793.1500244140625,760.0499877929688,762.0499877929688,733.416015625,2763929
2022-03-04,0.10649523689608031,750.0,756.0,730.0,732.2999877929688,704.7838134765625,4829850
2022-03-07,0.5009620630007703,719.8499755859375,719.8499755859375,681.75,690.5499877929688,664.6026000976562,7008637
2022-03-08,0.040250852574051046,690.5499877929688,703.0499877929688,671.1500244140625,700.6500244140625,674.3231201171875,4000294
2022-03-09,-0.32728717183797723,705.0,739.9000244140625,700.0,734.8499755859375,707.238037109375,5490287
2022-03-10,0.49095466651488096,761.9500122070312,762.5,735.0,738.8499755859375,711.0877075195312,4064470
2022-03-11,0.0917129210041215,734.0,741.7999877929688,728.7000122070312,734.7999877929688,707.1898803710938,2364792
2022-03-14,0.8139899514790159,734.7999877929688,746.0,725.4500122070312,743.2000122070312,715.2742309570312,3563695
2022-03-15,-0.33534190989254664,745.0,769.2000122070312,745.0,761.2000122070312,732.5979614257812,4811450
2022-03-16,0.3122358142572921,768.8499755859375,776.0,765.0,773.6500244140625,744.5802001953125,2277631
2022-03-17,0.5592980002984405,785.0,799.9000244140625,777.0,794.4000244140625,764.5504760742188,3787641
2022-03-21,0.9997105355723761,789.5999755859375,791.0999755859375,780.0999755859375,783.5,754.0599975585938,3008019
2022-03-22,0.997727924346691,783.0,789.0499877929688,769.0,785.5999755859375,756.0811157226562,5436875
2022-03-23,0.08939506618348374,790.0,794.2000122070312,772.0999755859375,774.0999755859375,745.0132446289062,3277274
2022-03-24,-0.6913936719174671,773.7000122070312,780.0,762.6500244140625,765.6500244140625,736.8807373046875,2248114
2022-03-25,-0.2287402405636385,773.0,773.0,758.2000122070312,764.75,736.0145263671875,3148869
2022-03-28,0.28979064715167624,764.9000244140625,772.7000122070312,751.2999877929688,769.25,740.3455200195312,4719388
2022-03-29,0.1940609756158665,771.0,783.0,770.7000122070312,773.3499755859375,744.2913208007812,3519610
2022-03-30,0.04581299578906813,779.2999877929688,795.0,775.9000244140625,793.3499755859375,763.5398559570312,4407033
2022-03-31,0.8343889085600884,798.0,813.0,798.0,806.5499877929688,776.243896484375,7059986
2022-04-01,0.23385407959576696,811.0,829.5,807.7000122070312,826.5499877929688,795.492431640625,3406177
2022-04-04,0.45506370842287486,818.0,836.0,810.0,833.7000122070312,802.3737182617188,4163250
2022-04-05,0.07460612498107366,837.0,852.0,833.7000122070312,836.5499877929688,805.1165771484375,2669967
2022-04-06,0.3368730426203304,838.7000122070312,838.7000122070312,822.9500122070312,827.8499755859375,796.7435913085938,2049292
2022-04-07,-0.8094689908056435,826.0,840.2999877929688,822.2999877929688,834.2999877929688,802.9512329101562,2913537
2022-04-08,-0.024118369445204735,830.0,860.6500244140625,827.0499877929688,857.4000244140625,825.1831665039062,4145522
2022-04-11,0.18842109257238918,854.9500122070312,861.3499755859375,846.2000122070312,856.8499755859375,824.6539306640625,2922901
2022-04-12,-0.19919555789480606,850.0,867.4000244140625,843.2999877929688,860.7999877929688,828.4555053710938,2961076
2022-04-13,-0.28939198393241633,862.5,875.0,862.3499755859375,866.0999755859375,833.5563354492188,3695363
2022-04-18,-0.18607906305987854,866.0999755859375,876.0,858.0999755859375,874.0999755859375,841.2557373046875,3076843
2022-04-19,-0.307112935440576,878.0999755859375,887.7999877929688,865.0999755859375,872.5,839.7158813476562,3301212
2022-04-20,-0.931571314111352,873.4500122070312,889.9000244140625,873.4500122070312,881.25,848.1370849609375,2208791
2022-04-21,-0.27392099079831195,881.25,914.0,880.75,911.0,876.7692260742188,3206906
2022-04-22,0.46094032749004493,903.7999877929688,927.0499877929688,889.0499877929688,920.6500244140624,886.0565795898438,4924905
2022-04-25,-0.09269784677731381,914.3499755859376,928.0,895.0999755859375,904.0,870.0322265625,5476626
2022-04-26,0.4755436987532968,906.5999755859376,942.9000244140624,906.5999755859376,940.1500244140624,904.8239135742188,6384561
2022-04-27,0.4024886272964068,930.0,940.7000122070312,922.9500122070312,926.8499755859376,892.023681640625,3154605
2022-04-28,0.7777981492181425,945.0,945.0,918.5,922.9000244140624,888.2221069335938,2869224
2022-04-29,0.28732834260881646,928.9000244140624,939.25,918.0,922.0999755859376,887.4520874023438,3467791
2022-05-02,0.3249213266859038,915.0,933.7000122070312,909.7000122070312,921.3499755859376,886.7302856445312,2740823
2022-05-04,0.5512132467934862,917.9000244140624,923.9500122070312,891.0499877929688,896.0999755859375,862.4290161132812,2408261
2022-05-05,0.051800265413476154,910.0,921.0,895.6500244140625,899.0499877929688,865.2681884765625,2690817
2022-05-06,-0.06911547516938299,890.0,914.7999877929688,887.2999877929688,893.8499755859375,860.263671875,4247088
2022-05-09,0.4375557957059105,880.0,901.9000244140624,875.0,895.2999877929688,861.6591186523438,1790691
2022-05-10,-0.010931207245448604,895.2999877929688,910.9500122070312,884.0999755859375,888.3499755859375,854.9702758789062,2436623
2022-05-11,0.9427345936807493,888.5999755859375,898.4000244140625,876.5,887.0499877929688,853.7191162109375,3048794
2022-05-12,0.02067264448851347,884.9000244140625,889.0,853.7000122070312,865.25,832.73828125,4908042
2022-05-13,0.05037547880783677,879.7999877929688,905.0,870.0999755859375,889.5,856.0770874023438,4956950
2022-05-16,-0.902289449586533,895.0,908.9000244140624,892.7000122070312,903.3499755859376,869.4066162109375,2856221
2022-05-17,0.9283361034855867,907.0,917.0,898.1500244140625,910.7999877929688,876.5767211914062,3469290
2022-05-18,-0.6425496394746005,910.0,922.75,905.2000122070312,913.2999877929688,878.9827270507812,3203522
2022-05-19,0.4365849626816011,901.0,913.0,880.1500244140625,882.5499877929688,849.38818359375,2658159
2022-05-20,0.45837174034178524,896.9000244140625,911.3499755859376,888.6500244140625,903.7999877929688,869.8397827148438,3426756
2022-05-23,0.7809413187871022,911.0,943.4500122070312,910.25,941.9000244140624,906.5081787109376,6613972
2022-05-24,0.37551618887421984,949.0,960.4000244140624,943.0999755859376,946.8499755859376,911.2720947265624,4546511
2022-05-25,0.2590974955819547,953.7999877929688,953.7999877929688,923.3499755859376,928.4000244140624,893.5154418945312,1363358
2022-05-26,-0.3745283037715126,930.0999755859376,933.5,914.7999877929688,929.7999877929688,894.86279296875,2384886
2022-05-27,-0.2375819705775939,940.0,958.0,923.0,952.8499755859376,917.0466918945312,3269005
2022-05-30,0.2621606579972043,972.25,1011.75,957.0499877929688,998.3499755859376,960.8369750976562,11690785
2022-05-31,-0.3850557312835008,997.9500122070312,1043.0,992.0,1034.3499755859375,995.4842529296876,13301109
2022-06-01,0.7548793077668441,1035.0,1057.25,1014.7999877929688,1047.3499755859375,1007.9959106445312,7889745
2022-06-02,0.9472024004207924,1044.949951171875,1057.949951171875,1035.0,1044.550048828125,1005.3011474609376,4081658
2022-06-03,0.6761088528104925,1050.0999755859375,1056.550048828125,1025.699951171875,1028.6500244140625,989.9984741210938,2660682
2022-06-06,0.08802600651203345,1028.0,1048.5999755859375,1018.0,1035.949951171875,997.0240478515624,3443406
2022-06-07,0.1566229890595423,1034.800048828125,1045.0,1018.0999755859376,1042.550048828125,1003.3762817382812,2162861
2022-06-08,0.992765708186198,1056.949951171875,1056.949951171875,1034.25,1045.0,1005.7341918945312,4293398
2022-06-09,0.4730978012084961,1036.0,1049.300048828125,1032.0,1045.0999755859375,1005.830322265625,2757706
2022-06-10,0.949276968560298,1033.0,1043.5,1026.5999755859375,1036.5,997.5535888671876,2425545
2022-06-13,0.15739819159664745,1023.6500244140624,1029.0,998.5499877929688,1004.2999877929688,966.5634155273438,4047155
2022-06-14,0.1280029101180844,1000.0,1025.0,999.0499877929688,1019.25,980.95166015625,3614327
2022-06-15,0.19026300373952837,1024.6500244140625,1039.300048828125,1020.0,1025.5,986.9668579101562,3333753
2022-06-16,-0.8082637863699347,1037.699951171875,1037.699951171875,997.0,1005.25,967.477783203125,3255301
2022-06-17,0.9724839930422604,1000.0,1007.9500122070312,983.1500244140624,997.6500244140624,960.163330078125,5318310
2022-06-20,0.6175003940588795,1005.0,1008.0,979.0999755859376,982.7000122070312,945.775146484375,3722583
2022-06-21,0.06303469613194465,982.7000122070312,1004.75,981.7999877929688,997.9500122070312,960.4521484375,6263423
2022-06-22,-0.2949522029715202,995.1500244140624,1003.9500122070312,972.6500244140624,983.7999877929688,946.833740234375,2629024
2022-06-23,0.39583479703287594,986.0,1031.5999755859375,985.2000122070312,1027.699951171875,989.0841674804688,7303072
2022-06-24,0.12875159582056636,1036.9000244140625,1074.5,1031.5999755859375,1072.050048828125,1031.767822265625,7273273
2022-06-27,0.45367802544885005,1089.800048828125,1095.0,1072.050048828125,1082.699951171875,1042.017578125,6316257
2022-06-28,0.2542358501632407,1082.0,1121.449951171875,1079.449951171875,1112.0,1070.216552734375,11020641
2022-06-29,0.412513013696298,1106.0,1115.449951171875,1090.699951171875,1111.75,1069.9759521484375,5052023
2022-06-30,0.13172111619496718,1109.300048828125,1117.5,1088.050048828125,1093.1500244140625,1052.0748291015625,4165189
2022-07-01,0.013584980741143227,1092.4000244140625,1113.3499755859375,1064.0,1107.3499755859375,1065.7412109375,2839545
2022-07-04,-0.18751786770299078,1101.0,1102.0,1079.4000244140625,1091.199951171875,1050.1981201171875,2784613
2022-07-05,0.09378802609280683,1091.0,1102.0,1078.0,1081.949951171875,1041.2957763671875,3675577
2022-07-06,0.8847276986343786,1082.699951171875,1112.0,1080.5999755859375,1104.550048828125,1063.0467529296875,4957228
2022-07-07,0.5703949039569125,1119.0,1138.949951171875,1114.5999755859375,1133.300048828125,1090.71630859375,4917004
2022-07-08,0.6327735035098158,1184.949951171875,1194.9000244140625,1126.1500244140625,1133.5999755859375,1091.0050048828125,10482265
2022-07-11,0.20402236428344622,1128.949951171875,1167.9000244140625,1122.6500244140625,1165.050048828125,1121.2733154296875,4520273
2022-07-12,0.1698599191266112,1164.0,1164.449951171875,1142.0,1146.6500244140625,1103.564697265625,2452632
2022-07-13,0.8585249100190898,1153.199951171875,1156.5,1138.0999755859375,1140.3499755859375,1097.5013427734375,3379695
2022-07-14,0.9382237493991852,1134.800048828125,1151.3499755859375,1131.199951171875,1142.6500244140625,1110.9674072265625,2423203
2022-07-15,-0.003001028933795169,1143.0,1175.9000244140625,1140.4000244140625,1172.5,1139.98974609375,3879759
2022-07-18,0.4626913792005955,1179.5,1179.5,1159.25,1163.4000244140625,1131.1419677734375,3480683
2022-07-19,0.14492332906229421,1161.9000244140625,1189.5,1161.0,1186.25,1153.3585205078125,4056414
2022-07-20,0.9695303784683347,1195.0,1195.0,1162.5,1165.6500244140625,1133.32958984375,3028752
2022-07-21,0.03635513932178063,1167.0999755859375,1180.0,1164.800048828125,1175.1500244140625,1142.5662841796875,2062279
2022-07-22,-0.0013723158073844389,1180.0,1185.9000244140625,1170.300048828125,1181.0999755859375,1148.351318359375,1983433
2022-07-25,-0.004153977584792301,1185.0,1185.0,1132.0,1135.8499755859375,1104.35595703125,4380502
2022-07-26,-0.32240655618564534,1134.0,1146.0,1125.1500244140625,1136.0,1104.501708984375,2598868
2022-07-27,-0.7365049663931131,1140.0,1150.300048828125,1126.800048828125,1138.0999755859375,1106.5435791015625,1647876
2022-07-28,0.21518005964753684,1142.0999755859375,1152.0,1135.3499755859375,1149.1500244140625,1117.287109375,1929675
2022-07-29,0.43344753270503134,1158.800048828125,1184.199951171875,1153.25,1164.449951171875,1132.162841796875,2230572
2022-08-01,0.5684622054792602,1189.4000244140625,1248.699951171875,1184.25,1237.75,1203.4305419921875,12673841
2022-08-02,0.4124357140639664,1237.699951171875,1259.75,1226.199951171875,1254.5,1219.7161865234375,5626351
2022-08-03,-0.547353669826407,1259.949951171875,1259.949951171875,1231.0,1253.699951171875,1218.938232421875,3820503
2022-08-04,-0.302252539107576,1264.9000244140625,1265.0,1239.050048828125,1261.800048828125,1226.8138427734375,3075648
2022-08-05,0.3024455084863196,1278.199951171875,1278.5,1231.25,1235.9000244140625,1201.6318359375,5766297
2022-08-08,0.3081150346746047,1245.0,1280.0,1242.6500244140625,1276.699951171875,1241.300537109375,5412651
2022-08-10,0.251379727629352,1277.0,1279.699951171875,1260.25,1268.050048828125,1232.8905029296875,2530492
